ID,Codigo,Nombre,NombreProducto,GenericoID,Activo
1048,2132600,ESTREPTOMICINA (SULFATO) POLVO LIOFILIZADO PARA SOLUCION INYECTABLE 1 GR,,272,Y
1049,2130137,ISONIAZIDA COMPRIMIDO 100 MG,,402,Y
1050,2136750,PIRAZINAMIDA COMPRIMIDO 500 MG,,579,Y
1051,2130031,RIFAMPICINA 150 MG ISONIAZIDA 150 MG CM / CP PM,,624,Y
1053,2137305,RIFAMPICINA CAPSULA 150 MG,,624,Y
1054,2130032,RIFAMPICINA SUSPENSION ORAL 100 MG/5 ML PM,,624,Y
1055,2170011,BROMHEXINA CLORHIDRATO JBE. 4 MG/5 ML FCO. 100ML,,103,Y
1056,2200003,"CODEINA SOLUCION ORAL 2,00%",,190,Y
1057,2120003,CODEINA 6% SOLUCION 60 ML,,190,Y
1058,2137771,PM ABACAVIR / LAMIVUDINA / DOLUTEGRAVIR 600/ 300/ 50 MG,,1,Y
1059,2130013,ABACAVIR 300 MG CMR PM,,2,Y
1060,2130006,ACICLOVIR 400 MG,,9,Y
1061,2130106,"ACICLOVIR CREMA TOPICA 5,00%",,9,Y
1062,2130005,ACICLOVIR 250 MG/10 ML,,9,Y
1063,2136565,ATAZANAVIR / COBICISTAT 300/ 150 MG,,65,Y
1064,2130033,PM ATAZANAVIR 300 MG CM,,65,Y
1065,2130019,BICTEGRAVIR/EMTRICI/TENOF 50/200/25MG   COMP. PM,,92,Y
1066,2130020,DARUNAVIR 800 MG./COBICISTAT 150 MG. CMR..-PM,,210,Y
1067,2130263,DARUNAVIR COMPRIMIDO 400 MG,,209,Y
1068,2130264,DARUNAVIR 600 MG PM,,209,Y
1069,2130265,DOLUTEGRAVIR 50 MG PM,,235,Y
1070,2130101,EFAVIRENZ COMPRIMIDO 600 MG,,247,Y
1071,2143903,ELVITEGRAVIR COBICISTAT EMTRICITABINA TENOFOVIR 150/150/200/300 MG,,250,Y
1072,2137778,EMTRICITABINE 200 MG + TENOFOVIR ALAFENAMIDA 10 MG + ELVITEGRAVIR 150 MG  + COBICISTAT 150 MG COMPRIMIDOS,,250,Y
1073,2130069,"ENTECAVIR COMPRIMIDO 0,5 MG",,254,Y
1074,2130065,ENTECAVIR COMPRIMIDO 1 MG,,254,Y
1075,2130037XXX,ETRAVIRINA COMPRIMIDO 200 MG,,285,Y
1076,2190133,GANCICLOVIR POLVO LIOFILIZADO PARA SOLUCION INYECTABLE 500 MG,,336,Y
1077,2130063,LAMIVUDINA + ABACAVIR COMPRIMIDO 300 MG/600 MG,,421,Y
1078,2130277,LAMIVUDINA + TENOFOVIR + DOLUTEGRAVIR COMPRIMIDO 300 MG/300 MG/50 MG,,422,Y
1079,2130142-PM,LAMIVUDINA USP 150 MG / ZIDOVUDINA 300 MG PM,,423,Y
1080,2130144,LAMIVUDINA COMPRIMIDO 150 MG,,420,Y
1081,2130031xxx,LAMIVUDINA SUSPENSION ORAL 10 MG/ML,,420,Y
1082,2145832,LOPINAVIR + RITONAVIR CAPSULA O COMPRIMIDO 200 MG/50 MG,,454,Y
1083,2130025,LOPINAVIR 80 MG / RITONAVIR 20 MG JBE 160 ML PM,,454,Y
1084,2130269,MARAVIROC COMPRIMIDO 150 MG,,463,Y
1085,NOEXISTE18,NEVIRAPINA COMPRIMIDO 200 MG,,515,Y
1086,2130041XX,NEVIRAPINA JARABE 10 MG/ML,,515,Y
1087,NOEXISTE17,NIRMATRELVIR/RITONAVIR 300/100 MG,,837,Y
1088,2130179,OSELTAMIVIR CAPSULA 75 MG,,542,Y
1089,2179030,PODOFILINA SOLUCION TOPICA 10 % 20 ML,,586,Y
1090,2179031,PODOFILINA SOLUCION TOPICA 30 % 20 ML,,586,Y
1091,2130270,RALTEGRAVIR  600 MG COMPRIMIDO,,618,Y
1092,NOEXISTE20,RALTEGRAVIR COMPRIMIDO 400 MG,,618,Y
1093,2143128,RITONAVIR COMPRIMIDO 100 MG,,628,Y
1094,2137779,SOFOSBUVIR / VELPATASVIR COMPRIMIDO 400 MG/ 100 MG,,650,Y
1096,2143902,TENOFOVIR / EMTRICITABINA / RILPIVIRINA 300/ 200/ 25 MG,,677,Y
1097,2140412xxx,TENOFOVIR + EMTRICITABINA COMPRIMIDO 300/200 MG,,768,Y
1098,NOEXISTE16,TENOFOVIR ALAFENAMIDA 25 MG,,677,Y
1099,2140430,TENOFOVIR DISOPROXIL FUMARATO 300 MG,,677,Y
1100,2140093,VALGANCICLOVIR 450 MG CM,,741,Y
1101,2130038,ZIDOVUDINA 300 MG PM,,761,Y
1102,2130060,ZIDOVUDINA JARABE O SUSPENSION ORAL 10 MG/ML,,761,Y
1103,2160085xx,ZIDOVUDINA SOLUCION INYECTABLE 200 MG/20 ML,,761,Y
1104,2180020,S.P. GLUCOSALINO ISOTONICO 500 ML,,348,Y
1105,2173118,POTASIO CITRATO  + ACIDO CITRICO 5 GR.,,595,Y
1106,2160005,AMINOFILINA SOLUCION INYECTABLE 250 MG/10 ML,,46,Y
1107,2160022,EFEDRINA SULFATO 6%/1 ML SOL INYECTABLE,,248,Y
1108,2170217,FLUTICASONA/UMECLIDINIO/VILANTEROL 92/55/22 MCG,,838,Y
1109,2171592,"IPRATROPIO BROMURO  SOLUCION PARA NEBULIZAR 0,025%",,397,Y
1110,2170044,IPRATROPIO BROMURO 20 MCG/DO. INH.PRESURIZADO X 200 DO.,,397,Y
1111,2171680,IPRATROPIO+FENOTEROL AEROSOL PARA INHALACION ORAL 20 MCG/50 MCG 200 DOSIS,,398,Y
1112,2179034,"IPRATROPIO+FENOTEROL SOLUCION  P/NEBULIZAR 0,25/0,5 MG/ML",,398,Y
1113,2173984,SALBUTAMOL AEROSOL PARA INHALACION ORAL 100 MCG/DOSIS,,637,Y
1114,2170045,SALBUTAMOL 5 MG / ML SOLUCION PARA NEBULIZAR,,637,Y
1115,2170102xxx,SALBUTAMOL+IPRATROPIO  100 MCG/20 MCG,,819,Y
1116,P900001,SUERO HIPERTÓNICO PARA NEBULIZAR 3%,,648,Y
1117,2179036,"TIOTROPIO 2,5 MCG / OLODATEROL 2,5MCG",,697,Y
1118,2140718,ACIDO FOLINICO (CALCIO FOLINATO) COMPRIMIDO 15 MG,,116,Y
1119,2190036,ANASTRAZOL 1 MG CM,,55,Y
1120,2190000,CAPECITABINA COMPRIMIDO 500 MG,,120,Y
1121,2190149,CETUXIMAB 5MG/ML,,143,Y
1122,2190022,CICLOFOSFAMIDA CM 50 MG,,147,Y
1123,2195164,CICLOFOSFAMIDA POLVO LIOFILIZADO PARA SOLUCION INYECTABLE 500 MG,,147,Y
1124,2142600,EXEMESTANO COMPRIMIDO 25 MG,,287,Y
1125,2143225,HIDROXIUREA (HIDROXICARBAMIDA) CAPSULA 500 MG,,363,Y
1126,2190139,IFOSFAMIDA  SOLUCION INYECTABLE 3001-3500 MG,,369,Y
1127,2190126,IFOSFAMIDA SOLUCION INYECTABLE 2001-2500 MG,,369,Y
1128,2190138,IFOSFAMIDA SOLUCION INYECTABLE 2501-3000 MG,,369,Y
1129,2190140,IFOSFAMIDA SOLUCION INYECTABLE 3501-4000 MG,,369,Y
1130,2190151,IFOSFAMIDA SOLUCION INYECTABLE 4501-500 0MG,,369,Y
1131,2140098,IMATINIB 400 MG CM,,370,Y
1132,2160093xxx,MESNA SOLUCION INYECTABLE 400 MG/4 ML,,474,Y
1133,2190157,METOTREXATO 10 MG JERINGA PRELLENADA,,485,Y
1134,2170158,METOTREXATO 15 MG JERINGA PRELLENADA,,485,Y
1135,2190159,METOTREXATO 20 MG JERINGA PRELLENADA,,485,Y
1136,2190011,"METOTREXATO 2,5 MG",,485,Y
1137,2190155,METOTREXATO SOLUCION INYECTABLE 50 MG/2 ML,,485,Y
1138,2191156,MITOMICINA SOLUCION INYECTABLE 20 MG,,494,Y
1139,2170617,RITUXIMAB SOLUCION INYECTABLE 500 MG/50 ML,,629,Y
1140,2190020,TAMOXIFENO 20MG CM,,670,Y
1141,2160451,ACIDO ZOLENDRONICO 4MG/5ML SOL. INYECTABLE,,24,Y
1142,2160404,FILGRASTIM 300 MCG/1 ML,,302,Y
1143,2140016xxx,MESNA COMPRIMIDO 400 MG,,474,Y
1144,2629972,INHIBIDOR C ESTEARASA HUMANA POLVO LIOFILIZADO PARA SOLUCION INYECTABLE 500 UI,,799,Y
1145,2110184,AGUA OXIGENADA 10 V,,833,Y
1146,2119026,ALCOHOL  ETILICO DESNAT. 70% FCO 250 ML,,35,Y
1147,2110323,"ALCOHOL ABSOLUTO 99,4% 10 ML AMPOLLA",,34,Y
1148,2112514,ALCOHOL GEL 70% 500 ML,,839,Y
1149,2529056,"CLORHEXIDINA DIGLUCONATO COLUTORIO 0,12%",,181,Y
1150,2150094,CLORHEXIDINA SOLUCIÓN ACUOSA 2% 125 ML,,181,Y
1151,2111250,PERMETRINA 1% SHAMPOO,,573,Y
1152,2176902,POVIDONA YODADA 10%,,599,Y
1154,2160034,FUROSEMIDA 20 MG/1 ML SOL. INYECTABLE,,333,Y
1155,2170041,FUROSEMIDA SOLUCION ORAL 10 MG/ML,,333,Y
1156,2140004xxx,TOLTERODINA 2 MG COMP,,702,Y
1157,2147960,ESPIRONOLACTONA COMPRIMIDO 25 MG,,265,Y
1158,2180022,MANITOL SOLUCION INYECTABLE 15% 500 ML,,462,Y
1159,2140133,HIDROCLOROTIAZIDA COMPRIMIDO 50 MG,,359,Y
1160,2140047,DONEPECILO 10 MG COMP.,,237,Y
1161,2140396,MEMANTINA 10 MG COMPRIMIDO RECUBIERTO,,469,Y
1162,2140610,MEMANTINA 20 MG COMP.REC.,,469,Y
1164,2160076,"SODIO BICARBONATO 8,4 % 10 ML SOL. INYECTABLE",,91,Y
1165,2160010,CALCIO GLUCONATO 10% 10 ML SOL. INYECTABLE,,117,Y
1166,2164740,FOSFATO MONOPOTÁSICO 15% 10 ML AMPOLLA,,791,Y
1167,2160051xxx,GLUCOSA 30 % 10 ML AMPOLLA,,349,Y
1168,2180016,S.P. GLUCOSA 5% 500 ML,,349,Y
1169,2180014,S.P. GLUCOSA 10% 500 ML,,349,Y
1170,2180004,S.P GLUCOSA 30% 500 ML,,349,Y
1171,2180018,S.P. GLUCOSA 5% 250 ml,,349,Y
1172,2169016,OLIGOELEMENTOS,,537,Y
1173,2156401,POLIESTIRENO SULFONATO CALCICO GRAMOS,,587,Y
1174,2146816,POTASIO CLORURO CAPSULA LIBERACION PROLONGADA 600 MG,,596,Y
1175,2160061,"POTASIO CLORURO SOLUCION INYECTABLE 10,00% 10 ML",,596,Y
1176,2170043,"POTASIO GLUCONATO ELIXIR 31,2% SOL. ORAL 200 ML",,598,Y
1177,2188492,RINGER LACTATO SOLUCION INYECTABLE 1000 ML,,626,Y
1178,2188491,RINGER LACTATO SOLUCION INYECTABLE 500 ML,,626,Y
1179,2160419,SODIO CLORURO 10% 10 ML,,648,Y
1180,2181049,"SODIO CLORURO SOLUCION INYECTABLE 0,9%/ 5000 ML",,648,Y
1181,2180046,"S.P. SODIO CLORURO 0,9% X 3000 ML",,648,Y
1182,2188420XX,"SODIO CLORURO SOLUCION INYECTABLE 0,90% / 100 MLXX",,648,Y
1184,2160066,"SODIO CLORURO SOLUCION INYECTABLE 0,90% / 20 ML",,648,Y
1185,2189013,"SODIO CLORURO SOLUCION INYECTABLE 0,90% / 250 ML",,648,Y
1186,2188426,"SODIO CLORURO SOLUCION INYECTABLE 0,90% / 500 ML",,648,Y
1187,2160065,SODIO CLORURO SOLUCION INYECTABLE 10% / 20 ML,,648,Y
1188,2188431,SP SODIO CLORURO 0.9% 1000 MATRAZ,,648,Y
1189,2160071,VASELINA LIQUIDA ESTERIL SOL INYECTABLE 10 ML,,745,Y
1190,2160031xxx,VASELINA LIQUIDA ESTERIL AMPOLLA 5ML,,745,Y
1191,2144545,ALENDRONATO COMPRIMIDO 70 MG,,11,Y
1192,2179027,BUDESONIDA AEROSOL PARA INHALACION ORAL 200 MCG/DOSIS,,105,Y
1193,2130092,DEXAMETASONA FOSFATO DISODICO 4 MG SOL. INYECTABLE,,220,Y
1194,2171235,FLUTICASONA AEROSOL PARA INHALACION ORAL 50 MCG,,322,Y
1195,2172147,TRIAMCINOLONA 40 MG/ML COLIRIO,,713,Y
1196,2160039xxx,TRIAMCINOLONA SOLUCION INYECTABLE 20 MG,,713,Y
1197,2141254,ATORVASTATINA 40 MG COMPRIMIDO,,68,Y
1198,2140029,ATORVASTATINA 10 MG,,68,Y
1199,2140125,GEMFIBROZILO COMPRIMIDO 600 MG,,340,Y
1200,2140416,BICALUTAMIDA 150 MG CM,,90,Y
1201,2140012,BICALUTAMIDA 50 MG COMP. REC,,90,Y
1202,2141415,CINACALCET COMPRIMIDO 30 MG,,153,Y
1203,2140401,CINACALCET COMPRIMIDO 60 MG,,153,Y
1204,2191005,DEGARELIX SOLUCION INYECTABLE JERINGA 120 MG,,214,Y
1205,2191004,DEGARELIX SOLUCION INYECTABLE JERINGA 80 MG,,214,Y
1206,2160143,"GOSERELINA 10,8 MG IMPLANTE SUBCUTANEO DE LIBERACION PROLONGADA",,352,Y
1207,2140820,"LETROZOL COMPRIMIDO 2,5 MG",,433,Y
1208,2142445,LIOTIRONINA 25 MCG,,806,Y
1209,2160405,"OCTREOCTIDE 0,1 MG/ML SOLUCION INYECTABLE",,535,Y
1210,2160120,"TRIPTORELINA 11,25 MG",,718,Y
1211,2160445,"TRIPTORELINA 22,5 MG",,718,Y
1212,2172146,LAGRIMAS ARTIFICIALES SOLUCION OFTALMICA 0.15%,,419,Y
1213,2169060,ILOPROST SOLUCION PARA NEBULIZACION 10 MCG/ML,,780,Y
1214,2140002,ACETAZOLAMIDA 250 MG,,6,Y
1215,2628200,"INMUNOGLOBULINA ANTI- RHO SOLUCION INYECTABLE 0,25 - 0,3 MG",,378,Y
1216,NOEXISTE26,INMUNOGLOBULINA HUMANA SOLUCION INYECTABLE 5 GR/100 ML,,380,Y
1217,2160174,"ADALIMUMAB SOLUCION INYECTABLE 20 MG/ 0,2 ML",,26,Y
1218,2160443-ID-LRS,"ADALIMUMAB 40 MG /0,8 ML (IDACIO)LRS",,26,Y
1219,2190001,AZATIOPRINA COMPRIMIDO 50 MG,,74,Y
1220,2170306,BELIMUMAB 120 MG POLVO PARA SOLUCION INYECTABLE,,772,Y
1221,2170305,BELIMUMAB 400 MG  POLVO PARA SOLUCION INYECTABLE,,772,Y
1222,NOEXISTE28,"BEVACIZUMAB 1,25 MG/0,05 ML JERINGA PRELLENADA",,773,Y
1223,2190907,CICLOSPORINA COMPRIMIDO 100 MG,,151,Y
1224,2192111,CICLOSPORINA COMPRIMIDO 25 MG,,151,Y
1225,2192112,CICLOSPORINA COMPRIMIDO 50 MG,,151,Y
1226,2190021,CICLOSPORINA 100 MG/ML SOLUCION NEORAL 50 ML,,151,Y
1227,NOEXISTE19,DIMETILFUMARATO 120 MG,,834,Y
1228,2140030xxx,DIMETILFUMARATO 240 MG,,834,Y
1229,2629970,ETANERCEPT SOLUCION INYECTABLE 25 MG,,277,Y
1230,2160142,ETANERCEPT 50 MG SOL. INYECTABLE JERINGA PRELLENADA (ENBREL) PM,,277,Y
1231,2140528,"FINGOLIMOD CAPSULA 0,5 MG",,303,Y
1232,2140154,LEFLUNOMIDA COMPRIMIDO 20 MG,,432,Y
1233,2190002,MICOFENOLATO COMPRIMIDO 250 MG,,488,Y
1234,2140407,MICOFENOLATO COMPRIMIDO 500 MG,,488,Y
1235,2171548,"TACROLIMUS 0, 1% UNGÜENTO DÉRMICO",,667,Y
1236,2143008xx,TACROLIMUS COMPRIMIDO 1 MG,,667,Y
1237,2174529,FOSFATO SODICO ( FLEET FOSFOSODA ) SOLUCION ORAL GENERAL,,328,Y
1238,2179048,FOSFATO SODICO ENEMA GENERAL,,328,Y
1239,2179049,FOSFATO SODICO ENEMA PEDIATRICO,,328,Y
1240,2179884,LACTULOSA SOLUCION ORAL 65%/200 ML,,418,Y
1241,2160083,MAGNESIO SULFATO SOLUCION INYECTABLE 25% 5 ML,,461,Y
1242,2150020,PEG 3350,,588,Y
1243,2200008,PEG 4000,,588,Y
1244,2173120,POLIETILENGLICOL 3350 SOBRE 17 G,,588,Y
1245,2150006,POLIETILENGLICOL POLVO,,815,Y
1246,2116855,VASELINA LÍQUIDA MEDICINAL FRASCO 250 ML,,746,Y
1247,2120071,TAPENTADOL 50MG CM LIB. PROLOGADA,,825,Y
1248,2140068,CLOPIDOGREL 75 MG,,174,Y
1249,2162432,DIPIRIDAMOL 10 MG/2ML,,785,Y
1250,2169022,ESTREPTOQUINASA SOLUCION INYECTABLE 1.500.000 UI,,273,Y
1251,2130030xxx,"ACETATO DE FLUDROCORTISONA COMPRIMIDO 0,1 MG",,309,Y
1252,2130710,BETAMETASONA SOLUCION INYECTABLE 4 MG/ML,,87,Y
1253,2160109xxx,BETAMETASONA SUSPENSION PARA INYECTABLE 3 MG/3MG/ML,,87,Y
1254,2130089,DEFLAZACORT 30 MG,,782,Y
1255,2142224,DEFLAZACORT 6 MG,,782,Y
1256,2149126,DEXAMETASONA COMPRIMIDO 4 MG,,220,Y
1257,2130130,HIDROCORTISONA COMPRIMIDO 20 MG,,360,Y
1258,2131458,HIDROCORTISONA POLVO LIOFILIZADO PARA SOLUCION INYECTABLE 100 MG,,360,Y
1259,2131468,HIDROCORTISONA POLVO LIOFILIZADO PARA SOLUCION INYECTABLE 500 MG,,360,Y
1260,2136905,METILPREDNISOLONA ACETATO SOLUCION INYECTABLE 40 MG/ML,,808,Y
1261,2139017,METILPREDNISOLONA POLVO LIOFILIZADO PARA SOLUCION INYECTABLE 500 MG,,809,Y
1262,2130025xxx,METILPREDNISOLONA SUCCINATO SOLUCION INYECTABLE 125 MG,,809,Y
1263,2139021,METILPREDNISOLONA SUCCINATO SOLUCION INYECTABLE 40 MG/ML,,809,Y
1264,2130187,PREDNISONA COMPRIMIDO 20 MG,,604,Y
1265,2136910,PREDNISONA COMPRIMIDO 5 MG,,604,Y
1266,2130217,PREDNISONA 20 MG / 5 ML.,,604,Y
1267,2120002,"ALPRAZOLAM COMPRIMIDO 0,5 MG",,38,Y
1268,2140026,AMITRIPTILINA 25 MG,,49,Y
1269,2129003,BROMAZEPAM 3 MG,,778,Y
1270,2140038,BUPROPION CM 150 MG (ANFEBUTAMONA CLORH.),,109,Y
1271,2140071,CITALOPRAM COMPRIMIDO 20 MG,,160,Y
1272,2120007,CLOBAZAM 10 MG CM,,166,Y
1273,2129008,"CLONAZEPAM 2,5 MG/ML SOLUCION ORAL",,171,Y
1274,2120008,"CONT. CLONAZEPAM 0,5 MG",,171,Y
1275,2120009,CLONAZEPAM 2 MG,,171,Y
1276,2120013,DIAZEPAM 10 MG,,223,Y
1277,2120015,DIAZEPAM SOLUCION INYECTABLE 10 MG/2 ML,,223,Y
1278,2140360,DULOXETINA 30 MG,,841,Y
1279,2149011,FLUOXETINA COMPRIMIDO 20 MG,,319,Y
1280,2143900,IMIPRAMINA CLORHIDRATO COMPRIMIDO 25 MG,,373,Y
1281,2120066,LORAZEPAM SOLUCION INYECTABLE 4 MG/ 2 ML,,456,Y
1282,2140211,PAROXETINA 20 MG,,562,Y
1283,2140238,SERTRALINA 50 MG,,643,Y
1284,2140259,TRAZODONE 100 MG,,712,Y
1285,2140263,VENLAFAXINA 75 MG,,749,Y
1286,2620014,APIDRA INSULINA GLULISINA HUMANA 100UI/ML 3ML,,383,Y
1287,2140050,EMPAGLIFLOZINA 10 MG CMR,,786,Y
1288,2140051,EMPAGLIFLOZINA 25 MG CMR,,786,Y
1289,2143200,GLIBENCLAMIDA COMPRIMIDO 5 MG,,343,Y
1290,2620023,GLUCAGON 1 MG/1 ML JERINGA PRELLENADA,,345,Y
1291,2182336,GLUTAMINA 20 % 100 ML FA,,350,Y
1292,2620012,INSULINA ANALOGA DE ACCION PROLONGADA (TIPO GLARGINA) LAPIZ PRELLENADO 100 UI/ML,,382,Y
1293,2622509,INSULINA ASPARTA RECOMBINANTE PENFILL 100 UI/ML,,800,Y
1294,2160079,INSULINA CRISTALINA HUMANA (ADN R) 100 IU/ML X FA 10 ML,,384,Y
1295,2620020,INSULINA DEGLUDEC 100 UI/ML (LAPIZ PRE - LLENADO 3 ML),,386,Y
1296,2620021,"INSULINA GLARGINA 300 UI/ 1,5 ML (LAPIZ PRELLENADO)",,382,Y
1297,2160080,INSULINA NPH (ISOFANA) SOLUCION INYECTABLE 100 UI/ML,,388,Y
1298,2140177,METFORMINA CLORHIDRATO 850 MG,,477,Y
1299,2149092,VILDAGLIPTINA 50 MG/METFORMINA 1000 MG,,830,Y
1300,2141920,DISULFIRAM COMPRIMIDO 500 MG,,232,Y
1301,NOEXISTE14,ALPROSTADIL SOLUCION INYECTABLE 500 MCG/ML,,39,Y
1302,2160071xx,INDOMETACINA POLVO LIOFILIZADO PARA SOLUCION INYECTABLE 1 MG,,375,Y
1303,2160018,DOBUTAMINA 250 MG/5 ML,,233,Y
1304,2150011,CARBON ACTIVADO POLVO  GRAMOS,,125,Y
1305,2170022,LACTOBACILLUS REUTERI 20 MILLONES UFC/GOTA,,416,Y
1306,2140162,LOPERAMIDA (CLORHIDRATO) COMPRIMIDO 2 MG,,453,Y
1307,2147740,SALES DE REHIDRATACION ORAL SOLUCION ORAL 60 MEQ DE SODIO/LITRO,,638,Y
1308,2147741,SALES DE REHIDRATACION ORAL SOLUCION ORAL 90 MEQ DE SODIO/LITRO,,638,Y
1309,2120004,ANFETAMINA CM 10 MG,,56,Y
1310,2120011,METILFENIDATO 10 MG LIB. PROLONGADA,,482,Y
1311,2144910,LEVOTIROXINA SODICA COMPRIMIDO 100 MCG,,443,Y
1312,2146860,PROPILTIOURACILO COMPRIMIDO 50 MG,,611,Y
1313,2200014,SOLUCIÓN LUGOL,,822,Y
1314,2145611,TIAMAZOL 10 MG COMP.,,685,Y
1315,2161664,IOPRAMIDA  SOLUCION INYECTABLE 300 MG/ML,,802,Y
1316,2179114,FLUORESCEINA SOLUCION OFTALMICA 2%,,314,Y
1317,2170511,"ATROPINA SOLUCION OFTALMICA 1,00%",,72,Y
1318,2160042XX,"FENILEFRINA SOLUCION INYECTABLE 0,90%",,293,Y
1319,2170034,"FENILEFRINA SOLUCION OFTALMICA 2,50% / 5 ML",,293,Y
1320,2179115,TROPICAMIDA SOLUCION OFTALMICA 10 MG/ML,,719,Y
1321,NOEXISTE27,"ADAPALENO 0,1%",,27,Y
1322,2170027,"ADAPALENO 0,3%",,27,Y
1325,2160106XX,AGUA BIDESTILADA 10 ML,,29,Y
1326,2160105XX,AGUA BIDESTILADA ESTERIL AGUA APIROGENICA PRO INYECTABLE GENERAL,,29,Y
1327,2180008,AGUA BIDESTILADA SOLUCION INYECTABLE 500 ML,,29,Y
1328,2160111xxx,AZUL DE ISOSULFAN 1%,,770,Y
1329,2160021xxx,AZUL DE METILENO 1% SOLUCIÓN ESTÉRIL,,77,Y
1330,NOEXISTE13,CAFEINA CITRATO 10 MG/50 ML SOLUCION ORAL,,777,Y
1331,2140048,CALCIO CARBONATO COMPRIMIDO 500 MG,,113,Y
1332,2140424,ELTROMBOPAG 25 MG CM,,832,Y
1333,2140116,FLUNARIZINA 10 MG COMPRIMIDO,,312,Y
1334,2170025,GUSELKUMAB 100 MG,,842,Y
1335,2170035xxx,HIALURONATO SODICO 80 MG/50 ML,,796,Y
1336,2178545,OXIBUTININA  5 MG/5ML,,544,Y
1337,2140207,OXIBUTININA COMPRIMIDO 5 MG,,544,Y
1338,2200007,PASTA LASSAR CREMA TOPICA GENERAL,,563,Y
1339,2189008,SOLUCION PARA IRRIGACION VESICAL SOLUCION PARA IRRIGACION GENERAL,,652,Y
1340,2159003,SUBGALATO DE BISMUTO MATERIA PRIMA,,823,Y
1341,P900004,"VACUNA ANTIHEPATITIS B SUSPENSION PARA INYECTABLE 10 MCG/0,5 ML",,725,Y
1342,P900002,"VACUNA ANTIRRABICA SOLUCION INYECTABLE 2,5 UI/1 ML",,729,Y
1343,P900003,"VACUNA ANTITETANICA SOLUCION INYECTABLE 2 UI - 40 UI/0,5 ML",,735,Y
1344,2150027,VASELINA SÓLIDA UNGÜENTO 100 G,,747,Y
1345,2200011,VASELINA SOLIDA UNGÜENTO 30 G POTE,,747,Y
1346,2140435,MIFEPRISTONA 200 MG COMP,,490,Y
1347,2140033,ARIPIPRAZOL COMPRIMIDO 10 MG,,62,Y
1348,2140034,ARIPIPRAZOL 15 MG,,62,Y
1349,2200006,CLORAL HIDRATO  500 MG POLVO,,175,Y
1350,2201315,CLORAL HIDRATO 10%/100 ML JARABE,,175,Y
1351,2201316,CLORAL HIDRATO 5%/100 ML JARABE,,175,Y
1352,2201317,CLORAL HIDRATO DROGA 10%/100 ML SOLUCION,,175,Y
1353,2201318,CLORAL HIDRATO DROGA 5%/100 ML SOLUCION,,175,Y
1354,2129012,CLORAL HIDRATO DROGA USP POLVO G,,358,Y
1355,2140077,CLORPROMAZINA 100MG,,184,Y
1356,2160138,CLORPROMAZINA CLORHIDRATO 25 MG/2 ML SOL. INYECTABLE,,184,Y
1357,2140080,CLOZAPINA 100 MG,,189,Y
1358,2160032,FLUFENAZINA DECANOATO 250 MG/ 10ML,,310,Y
1359,2140130,HALOPERIDOL COMPRIMIDO 1 MG,,354,Y
1360,2140131,HALOPERIDOL COMPRIMIDO 5 MG,,354,Y
1361,2160036,HALOPERIDOL 5 MG/1ML SOL. INYECTABLE,,354,Y
1362,2145613,LITIO CARBONATO COMPRIMIDO 450 MG,,451,Y
1363,2140042xxx,OLANZAPINA BUCODISPENSABLE 10 MG,,536,Y
1364,2160392XXX,OLANZAPINA 10 MG XXX,,536,Y
1365,2140224,QUETIAPINA COMPRIMIDO 100 MG,,617,Y
1366,2140226,QUETIAPINA COMPRIMIDO 25 MG,,617,Y
1367,2160439,RISPERIDONA 25 MG FA,,627,Y
1368,2140231,RISPERIDONA COMPRIMIDO 1 MG,,627,Y
1369,2141225,RISPERIDONA COMPRIMIDO 3 MG,,627,Y
