ID,Codigo,Descripcion,Tipo,FechaExtraccion
321,MEDMI-HOV,Medico Medicina Interna HDATL,E,2026-01-31 18:05:41.340000
322,ENFESPQX,Enfermería Poli Especialidades Quirúrgicas HDATL,E,2026-01-31 18:05:41.343000
323,02042025,Cardiologia prueba,E,2026-01-31 18:05:41.350000
324,UEH-HOV,Unidad ECICEP HDATL,E,2026-01-31 18:05:41.350000
325,ENFPC-HOV,Enfermería poli Cardiologia_HDATL,E,2026-01-31 18:05:41.357000
326,05-102-122,UHCIP INFANTO ADOLESCENTE,W,2026-01-31 18:05:41.360000
327,05-102-121,UHCIP ADULTO,W,2026-01-31 18:05:41.363000
328,BTRD-HOV,Box TENS Radiografias Dentales HDATL,E,2026-01-31 18:05:41.367000
329,PSIBOX2304,Box Psicologia_Neurodivergencia HDATL,E,2026-01-31 18:05:41.370000
330,TOBOX2304,Box Terapia Ocupacional_Neurodivergencia HDTAL,E,2026-01-31 18:05:41.373000
331,FONOBOX2304,Box Fonoaudiologia_Neurodivergencia HDATL,E,2026-01-31 18:05:41.373000
332,NEU-HOV-105102,Neurología HDATL,E,2026-01-31 18:05:41.377000
333,BTPSF,Box TENS Poli Salud Funcionaria HDATL,E,2026-01-31 18:05:41.380000
334,RP_HDATL1,RECAUDACION PENSIONADO – HDATL,E,2026-01-31 18:05:41.383000
335,RU_HDATL2,RECAUDACION  URGENCIA - HDATL,E,2026-01-31 18:05:41.387000
336,RC_HDATL3,RECAUDACION CENTRAL - HDATL,E,2026-01-31 18:05:41.390000
337,05-102-104,MEDICO QUIRURGICO 1,W,2026-01-31 18:05:41.393000
339,05-102-117,PARTO-PREPARTO RN,W,2026-01-31 18:05:41.397000
340,ENF-ECICEP-HOV,Enfermeria ECICEP HDATL,E,2026-01-31 18:05:41.397000
341,05-102-114,NEONATOLOGIA,W,2026-01-31 18:05:41.400000
342,05-102-105-A,MEDICO QUIRURGICO 2 CIRUGIA,W,2026-01-31 18:05:41.407000
343,05-102-105-B,MEDICO QUIRURGICO 2 MEDICINA,W,2026-01-31 18:05:41.410000
344,05-102-112-A,MEDICO QUIRURGICO 3 MEDICINA,W,2026-01-31 18:05:41.413000
345,05-102-112-B,MEDICO QUIRURGICO 3 UTI,W,2026-01-31 18:05:41.417000
346,05-102-118-A,OBSTETRICIA,W,2026-01-31 18:05:41.417000
347,HDCLOV,UNIDAD DE HOSPITALIZACIÓN DOMICILIARIA,W,2026-01-31 18:05:41.423000
348,05-102-118-B,OBSTETRICIA-GINECOLOGIA,W,2026-01-31 18:05:41.427000
349,05-102-101,PEDIATRIA,W,2026-01-31 18:05:41.427000
350,05-102-102-A,PENSIONADO,W,2026-01-31 18:05:41.430000
351,05-102-102-B,PENSIONADO-MEDICINA,W,2026-01-31 18:05:41.433000
352,05-102-103-A,UTI-NEONATOLOGIA,W,2026-01-31 18:05:41.437000
353,05-102-103-B,UTI-PEDIATRIA,W,2026-01-31 18:05:41.440000
354,05-102-109,PRE-ALTA,W,2026-01-31 18:05:41.440000
355,AS-PF-HOV,Box Asistente Social Policlínico de funcionario HDATL,E,2026-01-31 18:05:41.443000
356,05-102-115,UPC ADULTO-UCI,W,2026-01-31 18:05:41.447000
360,05-102-106,UPC ADULTO-UTI,W,2026-01-31 18:05:41.450000
361,BOX-CHILECC1,Box Matron(a)_Chile Crece HDATL,E,2026-01-31 18:05:41.453000
362,BOX-CHILECC3,Box Asistente Social_ Chile Crece HDATL,E,2026-01-31 18:05:41.460000
363,BOX-CHILECC2,Box Psicologia_ Chile Crece HDATL,E,2026-01-31 18:05:41.463000
364,CSERV-1,Compra de Servicios apoyo HDATL,E,2026-01-31 18:05:41.467000
365,UHIS-1,Unidad HIS-HOV,E,2026-01-31 18:05:41.470000
366,HOVA001,Admisión Hospitalizado,E,2026-01-31 18:05:41.470000
367,1318-PB-N000,Pabellón Central,OP,2026-01-31 18:05:41.473000
368,BOTPAB,BOTIQUIN FARMACIA PABELLÓN ,D,2026-01-31 18:05:41.477000
369,1318-UCMA,UNIDAD CIRUGIA MAYOR AMBULATORIA,W,2026-01-31 18:05:41.480000
370,BOTUCMA,BOTIQUIN FARMACIA UCMA,D,2026-01-31 18:05:41.483000
371,BOTUPA,BOTIQUIN FARMACIA UPA,D,2026-01-31 18:05:41.483000
372,1318-RE-CU000,Recuperación ,W,2026-01-31 18:05:41.487000
373,1318-UPA-PA001,Pabellón ambulatorio/UPA,OP,2026-01-31 18:05:41.490000
374,05-102-124,SERV. PROCEDIMIENTOS AMBULATORIOS,W,2026-01-31 18:05:41.500000
375,PFUN-HDT_105103,Policlinico Accidentes Escolares Laborales HDTAL,E,2026-01-31 18:05:41.503000
376,BOX-CHILECC4,BOX TENS Traumatologia HDATL,E,2026-01-31 18:05:41.507000
377,HOVABOUHCIP,BOTIQUIN DE UHCIP IA,D,2026-01-31 18:05:41.510000
378,HOVABOUHCIPA,BOTIQUIN DE UHCIP ADULTOS,D,2026-01-31 18:05:41.513000
379,BOTIQUINUTICENTRAL,BOTIQUIN DE UTI CENTRAL,D,2026-01-31 18:05:41.517000
380,BOTIQUINUTIMQ3,BOTIQUIN DE UTI MQ3,D,2026-01-31 18:05:41.520000
381,MP,MEDICACION PROPIA,D,2026-01-31 18:05:41.533000
382,HOVAEMEGO,URGENCIA GINECO OBSTETRICA,EM,2026-01-31 18:05:41.533000
383,HOVAEMEIND,URGENCIA INDIFERENCIADA,EM,2026-01-31 18:05:41.537000
384,HOVABUGO,BOTIQUIN UNIDAD DE URGENCIA GINECO-OBSTETRICIA,D,2026-01-31 18:05:41.540000
385,IMP_HDATL,Implantologia HDATL,E,2026-01-31 18:05:41.540000
386,ROPR_HDATL,Rehabilitación Oral Protesis Removible HDATL,E,2026-01-31 18:05:41.543000
387,ROPF_HDATL,Rehabilitación Oral Protesis Fija HDATL,E,2026-01-31 18:05:41.543000
391,BOTREC,BOTIQUIN UNIDAD DE RECUPERACION,D,2026-01-31 18:05:41.547000
392,BOTMHOG,BOTIQUIN MEDICAMENTOS HOSPITALIZACION OBSTETRICIA Y GINECOLOGIA,D,2026-01-31 18:05:41.550000
393,BOTURNPSOG,BOTIQUIN UNIDAD RN PARTO SERVICIO DE OBSTETRICIA Y GINECOLOGIA ,D,2026-01-31 18:05:41.550000
394,BOTURNCSOG,BOTIQUIN DE UNIDAD DE RN  CESARIA SERVICIO OBTETRICIA Y GINECOLOGIA,D,2026-01-31 18:05:41.553000
395,BOTUPPSOG,BOTIQUIN UNIDAD DE PREPARTO Y PARTO SERVICIO OBSTETRICIA Y GINECOLOGIA,D,2026-01-31 18:05:41.560000
396,BOTUPC,BOTIQUIN UPC,D,2026-01-31 18:05:41.560000
397,BOTMQ1,BOTIQUIN MEDICO QUIRURGICO 1,D,2026-01-31 18:05:41.563000
398,BOTMQ2,BOTIQUIN MEDICO QUIRURGICO 2,D,2026-01-31 18:05:41.570000
399,BOTMQ3,BOTIQUIN MEDICO QUIRURGICO 3,D,2026-01-31 18:05:41.573000
400,BOTPENS,BOTIQUIN PENSIONADO,D,2026-01-31 18:05:41.580000
401,BOTUI,BOTIQUIN URGENCIA INDIFERENCIADA,D,2026-01-31 18:05:41.580000
402,BOTFT,BOTIQUIN DE FAST TRACK,D,2026-01-31 18:05:41.583000
403,HOVAPEN,Pensionado Pab,E,2026-01-31 18:05:41.590000
404,BCERP,BODEGA CENTRAL,D,2026-01-31 18:05:41.590000
406,DIALISIS-HOV,Diálisis HDATL,E,2026-01-31 18:05:41.593000
407,PROC-CARD-HOV,Procedimientos Cardiologia HDATL,E,2026-01-31 18:05:41.600000
408,PROC-GASTRO-HOV,Procedimientos Gastroenterologia HDATL,E,2026-01-31 18:05:41.600000
409,HDATL-IBM,IMPLANTOLOGÍA BUCO MAXILOFACIAL HDATL,E,2026-01-31 18:05:41.603000
410,ADFHOV,Armario de dispensación rápida-Farmacia HOV,D,2026-01-31 18:05:41.607000
411,H1-09-003-0,Ortodoncia- LA SERENA,E,2026-01-31 18:05:41.610000
412,07-045-SERENA,Oncología Médica- LA SERENA,E,2026-01-31 18:05:41.610000
413,MED-05-100,Med. Interna- LA SERENA,E,2026-01-31 18:05:41.613000
414,07-023-SERENA,Hematología- LA SERENA,E,2026-01-31 18:05:41.620000
415,07-071-SERENA,Medicina Paliativa y de Manejo del Dolor- LA SERENA,E,2026-01-31 18:05:41.620000
416,NEUAD-05-100,Neurología Adulto- LA SERENA,E,2026-01-31 18:05:41.623000
417,CVP05-100,Cirugía Vascular Periférica- LA SERENA,E,2026-01-31 18:05:41.627000
418,H1-09-006-0,Rehabilitación Prótesis Removibles- LA SERENA,E,2026-01-31 18:05:41.630000
419,BCBM-105-100,Cirugia Y Traumatologia Buco Maxilofacial-LA SERENA,E,2026-01-31 18:05:41.630000
420,07-070-SERENA,Mastología (Cirugía de Mamas)- LA SERENA,E,2026-01-31 18:05:41.637000
421,07-015-SERENA,Endocrinología Pediátrica- LA SERENA,E,2026-01-31 18:05:41.637000
422,PSQUINF-05-100,Psiquiatría Infantil- LA SERENA,E,2026-01-31 18:05:41.640000
423,07-003-SERENA,Cardiología-LA SERENA,E,2026-01-31 18:05:41.640000
424,07-014-SERENA,Endocrinología Adulto- LA SERENA,E,2026-01-31 18:05:41.643000
425,07-046-SERENA,Otorrinolaringología- LA SERENA,E,2026-01-31 18:05:41.647000
426,ETS-05-100,Infecciones Trasmisión Sexual- LA SERENA,E,2026-01-31 18:05:41.650000
427,07-037-SERENA,Nefrología Adulto- LA SERENA,E,2026-01-31 18:05:41.650000
428,URO-05-100,Urología- LA SERENA,E,2026-01-31 18:05:41.653000
429,07-064-SERENA,Nutriólogo Pediátrico- LA SERENA,E,2026-01-31 18:05:41.657000
430,07-069-SERENA,Ginecología Oncológica- LA SERENA,E,2026-01-31 18:05:41.660000
431,07-066-SERENA,Obstetricia- LA SERENA,E,2026-01-31 18:05:41.663000
432,H1-09-100-0,Odontopediatría- LA SERENA,E,2026-01-31 18:05:41.667000
433,UCAMX-05-100,Cirugía Máxilo Facial- LA SERENA,E,2026-01-31 18:05:41.667000
434,07-058-SERENA,Ginecología- LA SERENA,E,2026-01-31 18:05:41.673000
435,BCIRA-05-100,Cirugía Adulto-LA SERENA,E,2026-01-31 18:05:41.677000
436,07-051-SERENA,Reumatología- LA SERENA,E,2026-01-31 18:05:41.680000
437,07-039-SERENA,Neonatología- LA SERENA,E,2026-01-31 18:05:41.680000
438,H1-09-004-0,Periodoncia- LA SERENA,E,2026-01-31 18:05:41.683000
439,07-056-SERENA,Cirugía Digestiva- LA SERENA,E,2026-01-31 18:05:41.687000
440,BOX TTM Y DOF - HLS,Trastornos Temporomandibulares Y Dolor Orofacial- LA SERENA,E,2026-01-31 18:05:41.690000
441,07-038-SERENA,Nefrología Pediátrico- LA SERENA,E,2026-01-31 18:05:41.703000
442,07-062-SERENA,Medicina Fisica Y Rehabilitación Pediátrica (Fisiatria Pediatrica)- LA SERENA,E,2026-01-31 18:05:41.707000
443,07-044-SERENA,Oftalmología- LA SERENA,E,2026-01-31 18:05:41.713000
444,07-020-SERENA,Genética Clínica- LA SERENA ,E,2026-01-31 18:05:41.717000
445,07-018-SERENA,Gastroenterología Adulto- LA SERENA,E,2026-01-31 18:05:41.720000
446,H1-09-005-0,Rehabilitación Oral ( Protesis Fija )- LA SERENA,E,2026-01-31 18:05:41.723000
447,07-072-SERENA,Medicina Reproductiva e Infertilidad- LA SERENA,E,2026-01-31 18:05:41.727000
448,PSQUI-05-100,Psiquiatría Adulto- LA SERENA,E,2026-01-31 18:05:41.740000
449,07-009-SERENA,Cirugía Pediátrica- LA SERENA,E,2026-01-31 18:05:41.743000
450,07-019-SERENA,Gastroenterología Pediátrica- LA SERENA,E,2026-01-31 18:05:41.750000
451,07-055-SERENA,Cardiología Pediátrica- LA SERENA,E,2026-01-31 18:05:41.753000
452,BIH-105-100,Implantologia- LA SERENA,E,2026-01-31 18:05:41.760000
453,07-047-SERENA,Pediatría- LA SERENA,E,2026-01-31 18:05:41.777000
454,H1-07-210-0,Anestesiologia-LA SERENA,E,2026-01-31 18:05:41.780000
455,NEUINF-05-100,Neurología Infantil- LA SERENA,E,2026-01-31 18:05:41.783000
456,07-011-SERENA,Coloproctología- LA SERENA,E,2026-01-31 18:05:41.787000
457,07-004-SERENA,Cirugía General- LA SERENA,E,2026-01-31 18:05:41.790000
458,09-009-SERENA,Patología Oral- LA SERENA,E,2026-01-31 18:05:41.793000
459,DENT-05-100,Cirugía Bucal- LA SERENA,E,2026-01-31 18:05:41.800000
460,07-023-COQUIMBO,Hematología- COQUIMBO,E,2026-01-31 18:05:41.810000
461,RO-05-101,Rehabilitacion Prótesis Removibles- COQUIMBO,E,2026-01-31 18:05:41.817000
462,PER-05-101,Periodoncia- COQUIMBO,E,2026-01-31 18:05:41.823000
463,07-100-3-COQUIMBO,Obesidad Y Cirugía Bariátrica- COQUIMBO,E,2026-01-31 18:05:41.823000
464,07-012-COQUIMBO,Dermatologia- COQUIMBO,E,2026-01-31 18:05:41.827000
465,ARO-05-101,Alto Riesgo Obstétrico- COQUIMBO,E,2026-01-31 18:05:41.830000
466,H2-07-206-0,Cirugía Tórax- COQUIMBO,E,2026-01-31 18:05:41.833000
467,H2-07-103-1,Cardiología Infantil- COQUIMBO,E,2026-01-31 18:05:41.837000
468,H2-07-210,Anestesiologia- COQUIMBO,E,2026-01-31 18:05:41.840000
469,CUA-05-101,Urología- COQUIMBO,E,2026-01-31 18:05:41.843000
470,CMR-05-101,Med.Física Y Rehabilitacion- COQUIMBO,E,2026-01-31 18:05:41.847000
471,CAD-05-101,Cuidados Paliativos Y Alivio Del Dolor- COQUIMBO,E,2026-01-31 18:05:41.847000
472,H2-07-100-2,Med. Interna- COQUIMBO,E,2026-01-31 18:05:41.850000
473,H2-07-102-1,Broncopulmonar Infantil- COQUIMBO,E,2026-01-31 18:05:41.850000
474,09-014-COQUIMBO,Trastornos Temporomandibulares Y Dolor Orofacial- COQUIMBO,E,2026-01-31 18:05:41.857000
475,PFH-105-101,Medicina Reproductiva- COQUIMBO,E,2026-01-31 18:05:41.860000
476,ODOP-05-101,Odontopediatría- COQUIMBO,E,2026-01-31 18:05:41.873000
477,07-053-COQUIMBO,Traumatología y Ortopedia- COQUIMBO,E,2026-01-31 18:05:41.877000
478,H2-07-105-1,Gastroenterología Infantil- COQUIMBO,E,2026-01-31 18:05:41.890000
479,ORT-05-101,Ortodoncia- COQUIMBO,E,2026-01-31 18:05:41.900000
480,CPA-05-101,Psiquiatria Adlto- COQUIMBO,E,2026-01-31 18:05:41.907000
481,CP-05-101,Pediatría- COQUIMBO,E,2026-01-31 18:05:41.910000
482,H2-09-005-0,Rehabilitación Oral ( Protesis Fija )- COQUIMBO,E,2026-01-31 18:05:41.910000
483,H2-07-202-0,Cirugía De Mama- COQUIMBO,E,2026-01-31 18:05:41.913000
484,ITS-05-101,Infecciones Trasmisión Sexual- COQUIMBO,E,2026-01-31 18:05:41.917000
485,BCBM-105-101,Cirugia Y Traumatologia Buco Maxilofacial- COQUIMBO,E,2026-01-31 18:05:41.917000
486,H2-07-104-1,Endocrinología Infantil- COQUIMBO,E,2026-01-31 18:05:41.927000
487,H2-07-204-0,Cirugía Plástica- COQUIMBO,E,2026-01-31 18:05:41.930000
488,BIH-105-101,Implantologia- COQUIMBO,E,2026-01-31 18:05:41.937000
489,H2-07-105-2,Gastroenterología Adulto- COQUIMBO,E,2026-01-31 18:05:41.940000
490,H2-07-301-3,"Patología Cervical, Unidad De- COQUIMBO",E,2026-01-31 18:05:41.940000
491,CG-05-101,Ginecología- COQUIMBO,E,2026-01-31 18:05:41.943000
492,CPP-05-101,Psiquiatria Infantíl- COQUIMBO,E,2026-01-31 18:05:41.950000
493,H2-07-102-2,Broncopulmonar adulto- COQUIMBO,E,2026-01-31 18:05:41.950000
494,H2-07-205-0,Cirugía Proctologica- COQUIMBO,E,2026-01-31 18:05:41.957000
495,H2-07-207-2,Cirugía Vascular Periférica- COQUIMBO,E,2026-01-31 18:05:41.960000
496,CNA-05-101,Neurología Adulto- COQUIMBO,E,2026-01-31 18:05:41.960000
497,H2-07-110-2,Reumatología- COQUIMBO,E,2026-01-31 18:05:41.963000
498,H2-07-108-2,Nefrología Adulto- COQUIMBO,E,2026-01-31 18:05:41.967000
499,H2-07-104-2,Endocrinología Adulto- COQUIMBO,E,2026-01-31 18:05:41.970000
500,H2-07-203-0,Cirugía Maxilo Facial- COQUIMBO,E,2026-01-31 18:05:41.973000
501,CI-05-101,Cirugia Intantil- COQUIMBO,E,2026-01-31 18:05:41.980000
502,H2-07-103-2,Cardiología Adulto- COQUIMBO,E,2026-01-31 18:05:41.987000
503,ENDO-05-101,Endodoncia- COQUIMBO,E,2026-01-31 18:05:41.990000
504,H2-07-201-0,Cirugia Abdominal- COQUIMBO,E,2026-01-31 18:05:41.993000
505,CNP-05-101,Neurología Infantil- COQUIMBO,E,2026-01-31 18:05:41.993000
506,CA-05-101,Cirugía Adulto- COQUIMBO,E,2026-01-31 18:05:41.997000
507,07-040-COQUIMBO,Neurocirugía- COQUIMBO,E,2026-01-31 18:05:42
508,H2-07-108-1,Nefrología Infantil- COQUIMBO,E,2026-01-31 18:05:42
509,H4-07-100-2-LL,Nefrologia Adulto-ILLAPEL,E,2026-01-31 18:05:42.010000
510,H4-09-004-0,Periodoncia-ILLAPEL,E,2026-01-31 18:05:42.013000
511,REH_ILL,Rehabilitación Prótesis Removibles-ILLAPEL,E,2026-01-31 18:05:42.017000
512,BCP-105-103,Cuidados Paliativos y Alivio Del Dolor-ILLAPEL,E,2026-01-31 18:05:42.020000
513,H4-07-117-2,Psiquiatria Adulto-ILLAPEL,E,2026-01-31 18:05:42.027000
514,ETS-05-103,Infecciones Trasmision Sexual-ILLAPEL,E,2026-01-31 18:05:42.030000
515,H4-07-200-2,Cirugia Adulto-ILLAPEL,E,2026-01-31 18:05:42.030000
516,H4-07-202-3,Cirugia y Traumatologia Buco Maxilofacial-ILLAPEL,E,2026-01-31 18:05:42.033000
517,H4-07-210-1,Anestesiologia-ILLAPEL,E,2026-01-31 18:05:42.043000
518,H4-09-005-0,Rehablitacion Oral ( protesis fija)-ILLAPEL,E,2026-01-31 18:05:42.043000
519,URO-05-103,Urología-ILLAPEL,E,2026-01-31 18:05:42.047000
520,ORTO_ILL,Ortodoncia-ILLAPEL,E,2026-01-31 18:05:42.050000
521,END.A_ILL,Endodoncia-ILLAPEL,E,2026-01-31 18:05:42.050000
522,ARO-05-103-LL,Alto riesgo Obstretico-ILLAPEL,E,2026-01-31 18:05:42.053000
523,H4-07-300-1,"Patologia Cervical, unidad de-ILLAPEL",E,2026-01-31 18:05:42.057000
524,H4-07-100-1,Neonatologia-ILLAPEL,E,2026-01-31 18:05:42.060000
525,BOD-05-103,Odontopediatria-ILLAPEL,E,2026-01-31 18:05:42.060000
526,H4-07-201-2,Implantologia-ILLAPEL,E,2026-01-31 18:05:42.060000
527,H4-09-014,Trastornos Temporomandibulares y Dolor Orofacial-ILLAPEL,E,2026-01-31 18:05:42.070000
528,H4-07-100-2,Med. Interna-ILLAPEL,E,2026-01-31 18:05:42.070000
529,ARO-05-103,BOX ARO Indiferenciado HSJD_ILL,E,2026-01-31 18:05:42.073000
530,H4-07-300-1-LL,Ginecologia-ILLAPEL,E,2026-01-31 18:05:42.077000
531,BCBU-05-103,Cirugia Bucal-ILLAPEL,E,2026-01-31 18:05:42.080000
532,OTO_ILL,Otorrinolaringología-ILLAPEL,E,2026-01-31 18:05:42.080000
533,OFT_ILL,Oftalmologia-ILLAPEL,E,2026-01-31 18:05:42.087000
534,TRA-05-103,Traumatología-ILLAPEL,E,2026-01-31 18:05:42.093000
535,CINF-05-103,Cirugia Infantil-ILLAPEL,E,2026-01-31 18:05:42.097000
536,H4-07-100-1-LL,Pediatria-ILLAPEL,E,2026-01-31 18:05:42.100000
537,PSINF-05-103,Psiquiatria Infantil-ILLAPEL,E,2026-01-31 18:05:42.113000
538,07-070,Mastología,E,2026-01-31 18:05:42.117000
539,07-012,Dermatologia,E,2026-01-31 18:05:42.130000
540,07-068,Urología Pediátrica,E,2026-01-31 18:05:42.133000
541,07-060-SERENA,Infectología Pediatrica- LA SERENA,E,2026-01-31 18:05:42.137000
542,07-069,Ginecología Oncológica,E,2026-01-31 18:05:42.140000
543,07-060,Infectologia Pediatrica,E,2026-01-31 18:05:42.143000
544,07-056,Cirugía Digestiva,E,2026-01-31 18:05:42.143000
545,07-062,Medicina Fisica Y Rehabilitación Pediátrica (Fisiatria Pediatrica),E,2026-01-31 18:05:42.147000
546,07-064,Nutriólogo Pediátrico,E,2026-01-31 18:05:42.150000
547,07-017-SERENA,Enfermedades Respiratorias Pediátricas (Broncopulmonar)- LA SERENA,E,2026-01-31 18:05:42.150000
548,07-016-SERENA,Enfermedades Respiratorias del Adulto (Broncopulmonar)- LA SERENA,E,2026-01-31 18:05:42.153000
549,07-011,Coloproctología,E,2026-01-31 18:05:42.157000
550,07-800-1,Acompañamiento Identidad Genero,E,2026-01-31 18:05:42.160000
551,07-800-1-SERENA,Acompañamiento Identidad Genero-LA SERENA,E,2026-01-31 18:05:42.163000
552,HO.10.1,UPEMPPS,E,2026-01-31 18:05:42.167000
